id,nome,telefone,endereco,cidade,tipo_servico,avaliacao,link_maps,status,created_at,updated_at
1363,Reforço Escolar Descomplicando o Saber,(92) 99284-0405,"R. 52, 32",Manaus-AM,Ensino Fundamental,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Descomplicando+o+Saber/data=!4m7!3m6!1s0x926c19b058968741:0xd7c0c72c63b4cc0d!8m2!3d-3.0161856!4d-59.9628502!16s%2Fg%2F11kphd5bx9!19sChIJQYeWWLAZbJIRDcy0YyzHwNc?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1364,REFORÇO ESCOLAR BARCA DO APRENDER-REBA,(92) 98566-7082,R. Junco Verde,Manaus-AM,Escola,"5,0",https://www.google.com/maps/place/REFOR%C3%87O+ESCOLAR+BARCA+DO+APRENDER-REBA/data=!4m7!3m6!1s0x926c19a5834e0c8f:0x7ea531ae0ad3716!8m2!3d-2.9651725!4d-59.9846905!16s%2Fg%2F11lrylvdx6!19sChIJjwxOg6UZbJIRFjet4BpT6gc?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1365,Reforço Escolar Brincando com Saber,(92) 98225-5567,"Rua Aifa, R. Romazeira, n°764",Manaus-AM,Escola,"4,3",https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Brincando+com+Saber/data=!4m7!3m6!1s0x926c17460d8e5fc9:0xece1b061cf42125e!8m2!3d-3.0014408!4d-60.0414444!16s%2Fg%2F11gsmj4z5f!19sChIJyV-ODUYXbJIRXhJCz2Gw4ew?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1366,R.a Reforço Escolar (strengthening School),(92) 3673-7284,·,Manaus-AM,Escola,"5,0",https://www.google.com/maps/place/R.a+Refor%C3%A7o+Escolar+%28strengthening+School%29/data=!4m7!3m6!1s0x926c194f274987db:0xf5c33d3757675a66!8m2!3d-3.018166!4d-59.9418186!16s%2Fg%2F1pt_rtg6g!19sChIJ24dJJ08ZbJIRZlpnVzc9w_U?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1367,Reforço AC,(92) 98438-9792,"R. Barcelos, 2685",Manaus-AM,Escola,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+AC/data=!4m7!3m6!1s0x926c053f4d04992b:0x56a622ed0c41b1f1!8m2!3d-3.1183357!4d-60.0065036!16s%2Fg%2F11fnppbd5h!19sChIJK5kETT8FbJIR8bFBDO0iplY?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1368,Escola Infantil Geração de Davi e Reforço Escolar,(92) 99218-3627,·,Manaus-AM,Escola,"5,0",https://www.google.com/maps/place/Escola+Infantil+Gera%C3%A7%C3%A3o+de+Davi+e+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x926c1d8ee64a20d7:0xce6987a152c14973!8m2!3d-3.0391204!4d-59.9221094!16s%2Fg%2F11h36gf6c9!19sChIJ1yBK5o4dbJIRc0nBUqGHac4?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1369,Reforço e apoio Escolar Samuel (RAES),(92) 99135-4350,"R. Cinquenta e Cinco, R. 21, 34",Manaus-AM,Escola,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+e+apoio+Escolar+Samuel+%28RAES%29/data=!4m7!3m6!1s0x926c1b7721a93cdf:0xbb9c27c123ccd167!8m2!3d-3.0405713!4d-59.9506777!16s%2Fg%2F11jwgm0tkx!19sChIJ3zypIXcbbJIRZ9HMI8EnnLs?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1370,Casa do Reforço Aulas Particulares,(92) 3657-8536,·,Manaus-AM,Escola,"4,4",https://www.google.com/maps/place/Casa+do+Refor%C3%A7o+Aulas+Particulares/data=!4m7!3m6!1s0x926c106a419a5cf3:0x21b42c182635bc8c!8m2!3d-3.0902449!4d-60.0418868!16s%2Fg%2F1ptymky1g!19sChIJ81yaQWoQbJIRjLw1JhgstCE?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1371,Aula de Reforço Professora Irlene,(92) 99183-6353,·,Manaus-AM,Aulas particulares,"5,0",https://www.google.com/maps/place/Aula+de+Refor%C3%A7o+Professora+Irlene/data=!4m7!3m6!1s0x926c05098a046ec9:0x7424cccb99e5071a!8m2!3d-3.1361415!4d-59.9969083!16s%2Fg%2F1ptxhyh0k!19sChIJyW4EigkFbJIRGgflmcvMJHQ?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1372,Reforço escolar aprender mais,(92) 99266-6209,"R. Rio Carauari, 9",Manaus-AM,Ensino Fundamental,,https://www.google.com/maps/place/Refor%C3%A7o+escolar+aprender+mais/data=!4m7!3m6!1s0x926c1b07ff94706f:0x89e42c51414e5372!8m2!3d-3.0634215!4d-59.9425901!16s%2Fg%2F11twbs5ph6!19sChIJb3CU_wcbbJIRclNOQVEs5Ik?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1373,Reforço Escolar,(92) 99430-1106,"R. Amazonas, 29",Manaus-AM,Centro de educação pré-escolar,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x926c1f0416bfa9e5:0x1081ddcbeda978d8!8m2!3d-3.0237265!4d-59.9247837!16s%2Fg%2F11rd9p1p0x!19sChIJ5am_FgQfbJIR2Hip7cvdgRA?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1374,Reforço tia Brenda,(92) 98454-7316,"R. 6, 78",Manaus-AM,Escola,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+tia+Brenda/data=!4m7!3m6!1s0x926c19f114726535:0x8f0eb9d5ce98fa76!8m2!3d-3.0134583!4d-59.9509422!16s%2Fg%2F11jr727h08!19sChIJNWVyFPEZbJIRdvqYztW5Do8?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1376,Ideal Reforço Escolar,(92) 98815-1015,"R. Martim Afonso de Souza, 434",Manaus-AM,Aulas particulares,"5,0",https://www.google.com/maps/place/Ideal+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x926c106c9b718713:0x171c7aa0c8d95a1e!8m2!3d-3.0850495!4d-60.0429383!16s%2Fg%2F11cn0kck9h!19sChIJE4dxm2wQbJIRHlrZyKB6HBc?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1377,Ayrton Senna pré-vestibular e reforço,(92) 99436-5771,"Rua 7, número 15, Galeria Babo Alvorada 1",Manaus-AM,Centro Educacional,"4,5",https://www.google.com/maps/place/Ayrton+Senna+pr%C3%A9-vestibular+e+refor%C3%A7o/data=!4m7!3m6!1s0x926c11cb077ef925:0xd84c4598a9c348d6!8m2!3d-3.0771289!4d-60.0373709!16s%2Fg%2F11j1bv1pwy!19sChIJJfl-B8sRbJIR1kjDqZhFTNg?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1378,Dever de Casa e Reforço Escolar,(92) 98196-7475,"Av. Maneca Marques, 1288 - Sala E",Manaus-AM,Escola,,https://www.google.com/maps/place/Dever+de+Casa+e+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x926c1b6f13f11dd1:0x8e4b9d120824152c!8m2!3d-3.0782445!4d-60.0091208!16s%2Fg%2F11hzxj2m67!19sChIJ0R3xE28bbJIRLBUkCBKdS44?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1379,Reforço Escolar,(92) 99238-9533,"R. Puxinara, 210",Manaus-AM,Educação a domicílio,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x926c117d589486d5:0x573706fd4df71bd9!8m2!3d-3.0742448!4d-60.0502084!16s%2Fg%2F11xdk795_5!19sChIJ1YaUWH0RbJIR2Rv3Tf0GN1c?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1381,REFORÇO ESCOLAR SABER MAIS,(92) 99380-4248,·,Manaus-AM,Escola,"5,0",https://www.google.com/maps/place/REFOR%C3%87O+ESCOLAR+SABER+MAIS/data=!4m7!3m6!1s0x926c190acc68a853:0x40a2ed0034ab2611!8m2!3d-3.0315798!4d-59.9980561!16s%2Fg%2F11gsbqqljf!19sChIJU6hozAoZbJIRESarNADtokA?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1382,Reforço Escolar Espaço do Saber,(92) 98140-6267,"R. Gabriel Gonçalves, 54",Manaus-AM,Aulas particulares,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Espa%C3%A7o+do+Saber/data=!4m7!3m6!1s0x926c1b993b91fdc9:0x2572a743fab2334!8m2!3d-3.0974856!4d-59.9989392!16s%2Fg%2F11x93h4j5r!19sChIJyf2RO5kbbJIRNCOrP3QqVwI?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1383,Legado reforço escolar,(92) 98129-0285,"R. 7, 95",Manaus-AM,Centro Educacional,"5,0",https://www.google.com/maps/place/Legado+refor%C3%A7o+escolar/data=!4m7!3m6!1s0x926c1bd5db3fab2f:0xb0c9867e3e830254!8m2!3d-3.095107!4d-60.0067363!16s%2Fg%2F11y4ylr2nl!19sChIJL6s_29UbbJIRVAKDPn6GybA?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1384,EduKaren Reforço e Acompanhamento Escolar,(92) 98197-5003,"R. Luis Duprat, A",Manaus-AM,Escola,"5,0",https://www.google.com/maps/place/EduKaren+Refor%C3%A7o+e+Acompanhamento+Escolar/data=!4m7!3m6!1s0x926c1bb5f23131c1:0xbe1788e434de06ec!8m2!3d-3.0886802!4d-60.016206!16s%2Fg%2F11j4dnsvnq!19sChIJwTEx8rUbbJIR7AbeNOSIF74?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1392,Reforço Escolar - Alpha&bruh,(92) 98432-2982,"R. Lauro Bittencourt, 647",Manaus-AM,Educação a domicílio,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+Escolar+-+Alpha%26bruh/data=!4m7!3m6!1s0x926c0f4c1f5c28c9:0x4c2f2426fb5289a4!8m2!3d-3.1157708!4d-60.0387632!16s%2Fg%2F11vwk15nqf!19sChIJyShcH0wPbJIRpIlS-yYkL0w?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1393,Reforço Escolar Progresso,(92) 99118-0158,"R. Maurício Lopes, 95",Manaus-AM,Ensino Fundamental,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Progresso/data=!4m7!3m6!1s0x926c1bd38749f4e5:0xf63a853f815cf9eb!8m2!3d-3.0817919!4d-59.9402664!16s%2Fg%2F11tfbw2xmj!19sChIJ5fRJh9MbbJIR6_lcgT-FOvY?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1394,REFORÇO ESCOLAR ABECÊS,(92) 98485-4886,R:71 N:26 quadra:21A,Manaus-AM,Aulas particulares,"5,0",https://www.google.com/maps/place/REFOR%C3%87O+ESCOLAR+ABEC%C3%8AS/data=!4m7!3m6!1s0x926c1bacea56061d:0xed632ba0d22cc195!8m2!3d-3.0488875!4d-59.9577288!16s%2Fg%2F11rylp6fz5!19sChIJHQZW6qwbbJIRlcEs0qArY-0?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1395,Aquarela Reforço Escolar,(92) 98165-4165,Rua dos Cacaueiros,Manaus-AM,Aulas particulares,"5,0",https://www.google.com/maps/place/Aquarela+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x926c1b976ad10dad:0x311e3a263ed0ae3!8m2!3d-3.0814293!4d-59.9692942!16s%2Fg%2F11m61qh9gs!19sChIJrQ3RapcbbJIR4wrtY6LjEQM?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1396,Escola Infantil e Reforço Escolar EXTRAORDINÁRIO,(92) 99407-9299,"R. Rio Traíra, 31",Manaus-AM,Escola,"5,0",https://www.google.com/maps/place/Escola+Infantil+e+Refor%C3%A7o+Escolar+EXTRAORDIN%C3%81RIO/data=!4m7!3m6!1s0x926c1bb518923225:0xeaf660f8190de396!8m2!3d-3.0597381!4d-59.9522768!16s%2Fg%2F11j0q4j0hw!19sChIJJTKSGLUbbJIRluMNGfhg9uo?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1397,Reforço Escolar Florescer,(92) 98141-2038,·,Manaus-AM,Centro Educacional,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Florescer/data=!4m7!3m6!1s0x926c1b5b367cb3a7:0x213f15bba78b882b!8m2!3d-3.0878977!4d-59.9470527!16s%2Fg%2F11s3j6m2l2!19sChIJp7N8NlsbbJIRK4iLp7sVPyE?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1398,Equipe do Reforço Escolar,(92) 98134-6988,"R. Estados Unidos, 20",Manaus-AM,Aulas particulares,,https://www.google.com/maps/place/Equipe+do+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x926c1b8a659a07fd:0x2f54fa77a4444aa5!8m2!3d-3.0454247!4d-60.0019489!16s%2Fg%2F11fnyn0nn5!19sChIJ_QeaZYobbJIRpUpEpHf6VC8?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1399,Reforço Escolar Arca,(92) 99467-6149,·,Manaus-AM,Escola de ensino fundamental e médio,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Arca/data=!4m7!3m6!1s0x926c117fc5edc793:0x5f5a700aaa8a9a35!8m2!3d-3.0550736!4d-60.0282608!16s%2Fg%2F11srp1dyfr!19sChIJk8ftxX8RbJIRNZqKqgpwWl8?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1400,Reforço Escolar Espaço Aprendiz,(92) 99344-5005,"R. 29, 83",Manaus-AM,Instituição educacional,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Espa%C3%A7o+Aprendiz/data=!4m7!3m6!1s0x926c1b53e779ec37:0x41844aebbed7b5a6!8m2!3d-3.0456722!4d-59.9810652!16s%2Fg%2F11y9bh0grv!19sChIJN-x551MbbJIRprXXvutKhEE?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1401,Aprender para crescer - Reforço Escolar,(92) 98443-6240,"Tv. Pindorama, 38",Manaus-AM,Aulas particulares,,https://www.google.com/maps/place/Aprender+para+crescer+-+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x926c19302e556ecb:0x67b24bb6a9e18cc9!8m2!3d-2.977471!4d-60.0021563!16s%2Fg%2F11yfcb8drj!19sChIJy25VLjAZbJIRyYzhqbZLsmc?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1402,Educar Reforço Escolar,(92) 98137-0741,"R. Cel. Manuel Corrêa, 26",Manaus-AM,Escola particular,,https://www.google.com/maps/place/Educar+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x926c05466e374857:0xcf6187f97f680b54!8m2!3d-3.1130091!4d-60.0080103!16s%2Fg%2F1hdzy90d2!19sChIJV0g3bkYFbJIRVAtof_mHYc8?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1406,Reforço Escolar Mentes Brilhantes,(92) 99351-9757,"R. Volfrânio, 50",Manaus-AM,Aulas particulares,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Mentes+Brilhantes/data=!4m7!3m6!1s0x926c0f00388e3c67:0x35b97ec7e93e44a6!8m2!3d-3.1077588!4d-60.0473949!16s%2Fg%2F11wbywy7bx!19sChIJZzyOOAAPbJIRpkQ-6cd-uTU?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1407,Eureka Reforço Escolar,(92) 98479-8380,"R. Prof. João Ricardo Lima, Conjunto Barra Bela, 5",Manaus-AM,Centro Educacional,"5,0",https://www.google.com/maps/place/Eureka+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x926c0540db8eb853:0x1c70da6d05c3cd1d!8m2!3d-3.0798963!4d-60.0003927!16s%2Fg%2F11mtd9pg77!19sChIJU7iO20AFbJIRHc3DBW3acBw?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1408,SOS Estudo - Reforço Escolar,(92) 99401-1142,"R. Frederico Guilherme, 500",Manaus-AM,Escola,,https://www.google.com/maps/place/SOS+Estudo+-+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x926c0577ec9179bf:0xa8a924b02ed6605e!8m2!3d-3.113226!4d-59.9908518!16s%2Fg%2F11ghp00p5l!19sChIJv3mR7HcFbJIRXmDWLrAkqag?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1410,Reforço Escolar Centro do Saber,(92) 99471-7838,"R. Antenor Cavalcante, 2",Manaus-AM,Escola,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Centro+do+Saber/data=!4m7!3m6!1s0x926c1b7e44c121bf:0x6fe6f535d49d8876!8m2!3d-3.0774797!4d-59.9373284!16s%2Fg%2F11syswft_l!19sChIJvyHBRH4bbJIRdoid1DX15m8?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1411,Reforço Escolar Gotinha de Amor,(92) 98854-9685,"R. dos Profetas, 41",Manaus-AM,Escola,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Gotinha+de+Amor/data=!4m7!3m6!1s0x926c19cacd78fa85:0x4fef5161113e22a6!8m2!3d-3.0248078!4d-60.0086262!16s%2Fg%2F11sn_7f596!19sChIJhfp4zcoZbJIRpiI-EWFR708?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1412,Escola de Educação Infantil e Reforço Escolar Arca de Noé,(92) 99103-5546,"R. Conde de Sapucaí, 354",Manaus-AM,Escola,,https://www.google.com/maps/place/Escola+de+Educa%C3%A7%C3%A3o+Infantil+e+Refor%C3%A7o+Escolar+Arca+de+No%C3%A9/data=!4m7!3m6!1s0x926c1b01f3d7a123:0x28d7a8cbea463230!8m2!3d-3.0424665!4d-59.9975389!16s%2Fg%2F11h126hvjh!19sChIJI6HX8wEbbJIRMDJG6suo1yg?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1413,Construindo Saberes Reforço Escolar,(92) 98433-9480,"R. Dr. Alfredo Sá, 180",Manaus-AM,Escola,,https://www.google.com/maps/place/Construindo+Saberes+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x926c119d1d74fb7b:0xe87c91b43c705352!8m2!3d-3.0577559!4d-60.051177!16s%2Fg%2F11vs6jn7xc!19sChIJe_t0HZ0RbJIRUlNwPLSRfOg?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1420,Multi Reforço,(92) 99211-6303,"R. Ferreira Pena, 366 - Sala 10",Manaus-AM,Aulas particulares,,https://www.google.com/maps/place/Multi+Refor%C3%A7o/data=!4m7!3m6!1s0x926c05626d1f9241:0x2a47da0e4ec267cf!8m2!3d-3.126381!4d-60.02505!16s%2Fg%2F1ptytkkzl!19sChIJQZIfbWIFbJIRz2fCTg7aRyo?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1421,Reforço Escolar Crescer e Aprender,(92) 99333-4643,"R. Rubelita, 64",Manaus-AM,Escola,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Crescer+e+Aprender/data=!4m7!3m6!1s0x926c1b44532eeb3b:0x688124456e1b77f6!8m2!3d-3.0534813!4d-59.9346554!16s%2Fg%2F11j_xb1mq6!19sChIJO-suU0QbbJIR9ncbbkUkgWg?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1422,Prátika Reforço Escolar,(92) 99367-4750,"Av. Humaitá, 510",Manaus-AM,Escola,"5,0",https://www.google.com/maps/place/Pr%C3%A1tika+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x926c05b3fda6c0d7:0x2ef7471274634eb2!8m2!3d-3.1347651!4d-60.0053715!16s%2Fg%2F11pzbjyd00!19sChIJ18Cm_bMFbJIRsk5jdBJH9y4?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1423,Reforço escolar Viver em Cristo,(92) 99290-6522,"R. Monte Sinai, n° 121",Manaus-AM,Escola,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+escolar+Viver+em+Cristo/data=!4m7!3m6!1s0x926c19fcdedbc023:0x531b8c6fd0596b74!8m2!3d-3.0186564!4d-60.0164957!16s%2Fg%2F11l27t8rm7!19sChIJI8Db3vwZbJIRdGtZ0G-MG1M?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1424,Reforço Escolar ️ @Tamara,(92) 99181-5735,"R. Beatriz Portinari, 691",Manaus-AM,Escola,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+%EF%B8%8F+@Tamara/data=!4m7!3m6!1s0x926c05c27c0aa7f5:0x313d8c54d0160110!8m2!3d-3.1167148!4d-59.9900775!16s%2Fg%2F11kqfr7qgb!19sChIJ9acKfMIFbJIREAEW0FSMPTE?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1425,Educa+ (Reforço e Acompanhamento Escolar),(92) 99944-4177,"R. Santa Luzia, Nº 109 - sala 3",Manaus-AM,Escola preparatória,,https://www.google.com/maps/place/Educa%2B+%28Refor%C3%A7o+e+Acompanhamento+Escolar%29/data=!4m7!3m6!1s0x926c0f61d91dd47b:0x5f9d9e028b826fd7!8m2!3d-3.1116025!4d-60.0362902!16s%2Fg%2F11nh38cmlh!19sChIJe9Qd2WEPbJIR12-CiwKenV8?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1426,AR Reforço Escolar,98835-4561,·,Manaus-AM,Escola,"5,0",https://www.google.com/maps/place/AR+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x926c055744d586e7:0x697acb78c0796ec2!8m2!3d-3.1112986!4d-60.0209576!16s%2Fg%2F11g9vys0lg!19sChIJ54bVRFcFbJIRwm55wHjLemk?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1427,Vip Reforço Preparatório,(92) 99185-1074,"R. 75, 4",Manaus-AM,Aulas particulares,"5,0",https://www.google.com/maps/place/Vip+Refor%C3%A7o+Preparat%C3%B3rio/data=!4m7!3m6!1s0x926c1a8dc2fbbae7:0x5f4c60dda02fcee9!8m2!3d-3.0378362!4d-59.969839!16s%2Fg%2F11gd1wdcl3!19sChIJ57r7wo0abJIR6c4voN1gTF8?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1428,Curso Preparatório e Reforço Escolar - Acadêmico Start,(92) 98512-0336,"Av. Djalma Batista, 327",Manaus-AM,Ensino Fundamental,,https://www.google.com/maps/place/Curso+Preparat%C3%B3rio+e+Refor%C3%A7o+Escolar+-+Acad%C3%AAmico+Start/data=!4m7!3m6!1s0x926c055ba6298f0f:0xd094af99a6cbdb20!8m2!3d-3.1125876!4d-60.0239019!16s%2Fg%2F11sb75yzyc!19sChIJD48pplsFbJIRINvLppmvlNA?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1431,Reforço Escolar Adonay,(92) 99245-3619,"Alameda São José, 46",Manaus-AM,Escola particular,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Adonay/data=!4m7!3m6!1s0x926c059b62b2b281:0x835c999e7af78a58!8m2!3d-3.1422908!4d-60.0123218!16s%2Fg%2F1ptvr3vxp!19sChIJgbKyYpsFbJIRWIr3ep6ZXIM?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1432,Go One Better Idiomas & Reforço Escolar,(92) 99420-3832,"Avenida Iritama, Av. Irianeópolis",Manaus-AM,Escola de idiomas,"4,6",https://www.google.com/maps/place/Go+One+Better+Idiomas+%26+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x926c19928f52ffa5:0xb319b75c1b5a8fdf!8m2!3d-3.0142448!4d-59.9712322!16s%2Fg%2F11jgc1czh1!19sChIJpf9Sj5IZbJIR349aG1y3GbM?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1433,Hotelzinho e Reforço Escolar Raízes do Saber,(92) 99151-9430,"Antiga - Rua Dr David Canavarro, N° 3, R. 67, 2",Manaus-AM,Creche,"5,0",https://www.google.com/maps/place/Hotelzinho+e+Refor%C3%A7o+Escolar+Ra%C3%ADzes+do+Saber/data=!4m7!3m6!1s0x926c1bac93d6fadd:0x1587dc72198f7289!8m2!3d-3.0430133!4d-59.9760392!16s%2Fg%2F11yhbb5q5q!19sChIJ3frWk6wbbJIRiXKPGXLchxU?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1434,+Qi Reforço Escolar,(92) 98602-9621,"R. Henry Heinz, 8",Manaus-AM,Escola,,https://www.google.com/maps/place/%2BQi+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x926c1bc02ace5125:0xf9c06473c33c321d!8m2!3d-3.0885996!4d-60.018847!16s%2Fg%2F11qb50j94p!19sChIJJVHOKsAbbJIRHTI8w3NkwPk?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1435,Espaço de Estimulação Pedagógica PequenoAprendiz. Reforço Escolar Especializado,(92) 99347-7033,"R. Boa Vista, 11",Manaus-AM,Escola,"5,0",https://www.google.com/maps/place/Espa%C3%A7o+de+Estimula%C3%A7%C3%A3o+Pedag%C3%B3gica+PequenoAprendiz.+Refor%C3%A7o+Escolar+Especializado/data=!4m7!3m6!1s0x926c0f50afd03159:0x3a83259fe53905bd!8m2!3d-3.108672!4d-60.04855!16s%2Fg%2F11t509k6v3!19sChIJWTHQr1APbJIRvQU55Z8lgzo?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
1436,Espaço escolar educ reforço,(92) 98105-1627,"check up médico - R. Professora Lea Alencar, 360 - próx a",Manaus-AM,Centro de educação pré-escolar,,https://www.google.com/maps/place/Espa%C3%A7o+escolar+educ+refor%C3%A7o/data=!4m7!3m6!1s0x926c113da884c573:0xe75c4c91cbcbada6!8m2!3d-3.0769734!4d-60.0507073!16s%2Fg%2F11p5hvsrb3!19sChIJc8WEqD0RbJIRpq3Ly5FMXOc?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:55,2026-01-27 14:07:55
